class, NCLOC, DCP, NOCom,WMC
./src/main/java/org/jfree/chart/renderer/xy/GradientXYBarPainter.java,214,36.87,8,38
./src/main/java/org/jfree/chart/renderer/xy/HighLowRenderer.java,243,45.76,10,59
./src/main/java/org/jfree/chart/renderer/xy/SamplingXYLineRenderer.java,170,48.95,13,45
./src/main/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer.java,335,44.99,10,88
./src/main/java/org/jfree/chart/renderer/xy/StackedXYAreaRenderer2.java,325,34.08,9,57
./src/main/java/org/jfree/chart/renderer/xy/StackedXYBarRenderer.java,224,40.11,11,51
./src/main/java/org/jfree/chart/renderer/xy/StandardXYBarPainter.java,106,47.52,7,31
./src/main/java/org/jfree/chart/renderer/xy/StandardXYItemRenderer.java,466,48.34,20,124
./src/main/java/org/jfree/chart/renderer/xy/VectorRenderer.java,207,34.08,8,39
./src/main/java/org/jfree/chart/renderer/xy/WindItemRenderer.java,84,46.5,8,20
./src/main/java/org/jfree/chart/renderer/xy/XYAreaRenderer.java,387,40.37,17,113
./src/main/java/org/jfree/chart/renderer/xy/XYAreaRenderer2.java,234,40.31,13,43
./src/main/java/org/jfree/chart/renderer/xy/XYBarPainter.java,11,86.25,7,14
./src/main/java/org/jfree/chart/renderer/xy/XYBarRenderer.java,623,42.53,18,151
./src/main/java/org/jfree/chart/renderer/xy/XYBlockRenderer.java,258,46.69,17,54
./src/main/java/org/jfree/chart/renderer/xy/XYBoxAndWhiskerRenderer.java,434,40.79,12,89
./src/main/java/org/jfree/chart/renderer/xy/XYBubbleRenderer.java,192,38.26,10,41
./src/main/java/org/jfree/chart/renderer/xy/XYDifferenceRenderer.java,708,33.02,15,148
./src/main/java/org/jfree/chart/renderer/xy/XYDotRenderer.java,169,49.7,12,40
./src/main/java/org/jfree/chart/renderer/xy/XYErrorRenderer.java,213,48.67,10,45
./src/main/java/org/jfree/chart/renderer/xy/XYItemRenderer.java,169,87.26,19,157
./src/main/java/org/jfree/chart/renderer/xy/XYItemRendererState.java,37,79.67,2,8
./src/main/java/org/jfree/chart/renderer/xy/XYLineAndShapeRenderer.java,521,51.67,21,127
./src/main/java/org/jfree/chart/renderer/xy/XYShapeRenderer.java,272,51.6,14,69
./src/main/java/org/jfree/chart/renderer/xy/XYSplineRenderer.java,258,44.28,13,70
./src/main/java/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java,293,48.14,11,76
./src/main/java/org/jfree/chart/renderer/xy/XYStepRenderer.java,167,47.15,15,46
./src/main/java/org/jfree/chart/renderer/xy/YIntervalRenderer.java,142,48.74,10,30
./src/main/java/org/jfree/chart/StandardChartTheme.java,947,42.4,20,159
./src/main/java/org/jfree/chart/swing/AbstractOverlay.java,32,68.32,3,19
./src/main/java/org/jfree/chart/swing/ApplicationFrame.java,35,69.3,2,26
./src/main/java/org/jfree/chart/swing/ChartFrame.java,25,69.88,2,12
./src/main/java/org/jfree/chart/swing/ChartMouseEvent.java,28,70.83,2,10
./src/main/java/org/jfree/chart/swing/ChartMouseListener.java,7,88.14,2,13
./src/main/java/org/jfree/chart/swing/ChartPanel.java,1575,42.73,9,500
./src/main/java/org/jfree/chart/swing/CrosshairOverlay.java,398,29.81,8,81
./src/main/java/org/jfree/chart/swing/DefaultSelectionZoomStrategy.java,156,34.73,4,22
./src/main/java/org/jfree/chart/swing/editor/ChartEditor.java,6,88.46,2,9
./src/main/java/org/jfree/chart/swing/editor/ChartEditorFactory.java,5,90,2,8
./src/main/java/org/jfree/chart/swing/editor/ChartEditorManager.java,18,77.78,3,8
./src/main/java/org/jfree/chart/swing/editor/DefaultAxisEditor.java,221,50.11,5,43
./src/main/java/org/jfree/chart/swing/editor/DefaultChartEditor.java,143,38.63,4,19
./src/main/java/org/jfree/chart/swing/editor/DefaultChartEditorFactory.java,10,82.76,2,7
./src/main/java/org/jfree/chart/swing/editor/DefaultLogAxisEditor.java,82,44.59,2,19
./src/main/java/org/jfree/chart/swing/editor/DefaultNumberAxisEditor.java,97,35.76,3,18
./src/main/java/org/jfree/chart/swing/editor/DefaultPlotEditor.java,365,34.94,5,80
./src/main/java/org/jfree/chart/swing/editor/DefaultPolarPlotEditor.java,110,41.18,3,18
./src/main/java/org/jfree/chart/swing/editor/DefaultTitleEditor.java,155,38.74,4,24
./src/main/java/org/jfree/chart/swing/editor/DefaultValueAxisEditor.java,226,38.42,4,39
./src/main/java/org/jfree/chart/swing/editor/FontChooserPanel.java,113,37.91,3,19
./src/main/java/org/jfree/chart/swing/editor/FontDisplayField.java,29,66.28,3,11
./src/main/java/org/jfree/chart/swing/editor/LCBLayout.java,147,37.71,2,29
./src/main/java/org/jfree/chart/swing/editor/PaintSample.java,43,57,2,6
./src/main/java/org/jfree/chart/swing/editor/StrokeChooserPanel.java,30,63.86,2,9
./src/main/java/org/jfree/chart/swing/editor/StrokeSample.java,72,50.68,2,12
./src/main/java/org/jfree/chart/swing/MouseWheelHandler.java,65,53.24,4,21
./src/main/java/org/jfree/chart/swing/NumberCellRenderer.java,30,61.54,2,11
./src/main/java/org/jfree/chart/swing/Overlay.java,7,91.03,3,12
./src/main/java/org/jfree/chart/swing/OverlayChangeEvent.java,7,86,2,7
./src/main/java/org/jfree/chart/swing/OverlayChangeListener.java,5,89.58,2,8
./src/main/java/org/jfree/chart/swing/PolarChartPanel.java,116,46.05,2,28
./src/main/java/org/jfree/chart/swing/SelectionZoomStrategy.java,24,85,4,18
./src/main/java/org/jfree/chart/swing/UIUtils.java,85,53.04,2,20
./src/main/java/org/jfree/chart/text/AttributedStringUtils.java,43,51.14,3,17
./src/main/java/org/jfree/chart/text/format/HexNumberFormat.java,46,66.18,2,21
./src/main/java/org/jfree/chart/text/format/HMSNumberFormat.java,32,69.52,2,22
./src/main/java/org/jfree/chart/text/format/LogFormat.java,98,55.86,2,41
./src/main/java/org/jfree/chart/text/format/RelativeDateFormat.java,229,54.29,2,75
./src/main/java/org/jfree/chart/text/G2TextMeasurer.java,18,71.43,3,6
./src/main/java/org/jfree/chart/text/TextAnchor.java,51,64.83,3,15
./src/main/java/org/jfree/chart/text/TextBlock.java,137,49.63,11,40
./src/main/java/org/jfree/chart/text/TextBlockAnchor.java,12,78.18,5,7
./src/main/java/org/jfree/chart/text/TextBox.java,204,46.03,8,30
./src/main/java/org/jfree/chart/text/TextFragment.java,126,52.99,9,23
./src/main/java/org/jfree/chart/text/TextLine.java,108,51.35,10,25
./src/main/java/org/jfree/chart/text/TextMeasurer.java,4,90.91,4,6
./src/main/java/org/jfree/chart/text/TextUtils.java,393,43.78,6,108
./src/main/java/org/jfree/chart/title/CompositeTitle.java,97,56.5,8,21
./src/main/java/org/jfree/chart/title/DateTitle.java,37,75.97,7,17
./src/main/java/org/jfree/chart/title/ImageTitle.java,176,46.67,7,30
./src/main/java/org/jfree/chart/title/ShortTextTitle.java,119,46.64,6,35
./src/main/java/org/jfree/chart/title/TextTitle.java,469,41.38,13,100
./src/main/java/org/jfree/chart/title/Title.java,180,54.55,9,54
./src/main/java/org/jfree/chart/urls/CategoryURLGenerator.java,6,91.78,4,10
./src/main/java/org/jfree/chart/urls/CustomCategoryURLGenerator.java,88,50.84,5,23
./src/main/java/org/jfree/chart/urls/CustomPieURLGenerator.java,95,53.43,8,28
./src/main/java/org/jfree/chart/urls/CustomXYURLGenerator.java,89,53.89,4,24
./src/main/java/org/jfree/chart/urls/PieURLGenerator.java,5,92.19,5,13
./src/main/java/org/jfree/chart/urls/StandardCategoryURLGenerator.java,86,51.96,6,14
./src/main/java/org/jfree/chart/urls/StandardPieURLGenerator.java,70,53.64,6,15
./src/main/java/org/jfree/chart/urls/StandardXYURLGenerator.java,58,58.57,8,14
./src/main/java/org/jfree/chart/urls/StandardXYZURLGenerator.java,9,85,2,7
./src/main/java/org/jfree/chart/urls/TimeSeriesURLGenerator.java,90,50.82,5,23
./src/main/java/org/jfree/chart/urls/XYURLGenerator.java,5,92.42,3,10
./src/main/java/org/jfree/chart/urls/XYZURLGenerator.java,5,91.8,3,10
./src/main/java/org/jfree/chart/util/AttrStringUtils.java,182,39.13,8,42
./src/main/java/org/jfree/chart/util/DefaultShadowGenerator.java,158,44.37,8,28
./src/main/java/org/jfree/chart/util/DirectionalGradientPaintTransformer.java,48,61.6,6,15
./src/main/java/org/jfree/chart/util/ExportUtils.java,112,46.92,12,30
./src/main/java/org/jfree/chart/util/GradientPaintTransformer.java,6,87.23,2,11
./src/main/java/org/jfree/chart/util/GradientPaintTransformType.java,7,82.5,2,8
./src/main/java/org/jfree/chart/util/PaintAlpha.java,144,59.44,5,37
./src/main/java/org/jfree/chart/util/ShadowGenerator.java,7,89.71,4,11
./src/main/java/org/jfree/chart/util/StandardGradientPaintTransformer.java,79,49.36,2,46
./src/main/java/org/jfree/chart/util/StringUtils.java,25,71.26,5,12
./src/main/java/org/jfree/data/category/CategoryDataset.java,6,90.77,4,7
./src/main/java/org/jfree/data/category/CategoryRangeInfo.java,7,88.71,3,7
./src/main/java/org/jfree/data/category/CategoryToPieDataset.java,155,48.68,8,44
./src/main/java/org/jfree/data/category/DefaultCategoryDataset.java,146,64.56,7,33
./src/main/java/org/jfree/data/category/DefaultIntervalCategoryDataset.java,380,48.79,8,94
./src/main/java/org/jfree/data/category/IntervalCategoryDataset.java,8,90.8,5,11
./src/main/java/org/jfree/data/category/SlidingCategoryDataset.java,152,56.32,8,38
./src/main/java/org/jfree/data/ComparableObjectItem.java,56,63.4,8,15
./src/main/java/org/jfree/data/ComparableObjectSeries.java,209,50.94,12,63
./src/main/java/org/jfree/data/DataUtils.java,126,48.99,7,37
./src/main/java/org/jfree/data/DefaultKeyedValue.java,56,62.42,7,13
./src/main/java/org/jfree/data/DefaultKeyedValues.java,203,50.85,9,51
./src/main/java/org/jfree/data/DefaultKeyedValues2D.java,255,49.7,13,62
./src/main/java/org/jfree/data/DomainInfo.java,6,91.89,5,9
./src/main/java/org/jfree/data/DomainOrder.java,6,87.23,6,7
./src/main/java/org/jfree/data/flow/DefaultFlowDataset.java,181,48.29,2,58
./src/main/java/org/jfree/data/flow/FlowDataset.java,14,88.62,2,20
./src/main/java/org/jfree/data/flow/FlowDatasetUtils.java,93,52.06,2,47
./src/main/java/org/jfree/data/flow/FlowKey.java,66,57.69,2,28
./src/main/java/org/jfree/data/flow/NodeKey.java,56,60,2,24
./src/main/java/org/jfree/data/function/Function2D.java,4,92.59,4,8
./src/main/java/org/jfree/data/function/LineFunction2D.java,42,65.29,4,14
./src/main/java/org/jfree/data/function/NormalDistributionFunction2D.java,50,61.24,4,16
./src/main/java/org/jfree/data/function/PolynomialFunction2D.java,38,67.52,6,12
./src/main/java/org/jfree/data/function/PowerFunction2D.java,42,65.29,4,15
./src/main/java/org/jfree/data/gantt/GanttCategoryDataset.java,15,90.63,4,17
./src/main/java/org/jfree/data/gantt/SlidingGanttCategoryDataset.java,283,54.13,6,66
./src/main/java/org/jfree/data/gantt/Task.java,98,57.21,8,19
./src/main/java/org/jfree/data/gantt/TaskSeries.java,79,57.07,8,20
./src/main/java/org/jfree/data/gantt/TaskSeriesCollection.java,316,50.08,11,59
./src/main/java/org/jfree/data/gantt/XYTaskDataset.java,203,54.38,6,43
./src/main/java/org/jfree/data/general/AbstractDataset.java,70,68.33,7,42
./src/main/java/org/jfree/data/general/AbstractSeriesDataset.java,28,72,3,12
./src/main/java/org/jfree/data/general/Dataset.java,5,91.23,4,12
./src/main/java/org/jfree/data/general/DatasetChangeEvent.java,11,86.25,3,7
./src/main/java/org/jfree/data/general/DatasetChangeListener.java,5,91.23,3,9
./src/main/java/org/jfree/data/general/DatasetUtils.java,1459,37.27,13,461
./src/main/java/org/jfree/data/general/DefaultHeatMapDataset.java,136,55.7,7,37
./src/main/java/org/jfree/data/general/DefaultKeyedValueDataset.java,78,56.91,4,22
./src/main/java/org/jfree/data/general/DefaultKeyedValues2DDataset.java,8,85.96,3,8
./src/main/java/org/jfree/data/general/DefaultKeyedValuesDataset.java,5,89.13,3,7
./src/main/java/org/jfree/data/general/DefaultPieDataset.java,127,60.68,14,45
./src/main/java/org/jfree/data/general/DefaultValueDataset.java,42,67.19,6,13
./src/main/java/org/jfree/data/general/HeatMapDataset.java,13,90.78,3,14
./src/main/java/org/jfree/data/general/HeatMapUtils.java,50,57.98,4,15
./src/main/java/org/jfree/data/general/KeyedValueDataset.java,4,91.49,2,6
./src/main/java/org/jfree/data/general/KeyedValues2DDataset.java,4,91.49,3,9
./src/main/java/org/jfree/data/general/KeyedValuesDataset.java,4,90.7,3,6
./src/main/java/org/jfree/data/general/PieDataset.java,5,89.8,5,9
./src/main/java/org/jfree/data/general/Series.java,79,64.25,12,39
./src/main/java/org/jfree/data/general/SeriesChangeEvent.java,9,84.48,2,6
./src/main/java/org/jfree/data/general/SeriesChangeListener.java,5,90.74,3,9
./src/main/java/org/jfree/data/general/SeriesDataset.java,11,85.9,6,11
./src/main/java/org/jfree/data/general/SeriesException.java,8,86.21,2,8
./src/main/java/org/jfree/data/general/ValueDataset.java,4,91.49,2,7
./src/main/java/org/jfree/data/general/WaferMapDataset.java,109,60.07,5,23
./src/main/java/org/jfree/data/io/CSV.java,96,48.39,2,21
./src/main/java/org/jfree/data/ItemKey.java,4,91.49,4,8
./src/main/java/org/jfree/data/json/impl/JSONArray.java,72,50,4,18
./src/main/java/org/jfree/data/json/impl/JSONAware.java,4,90.24,2,4
./src/main/java/org/jfree/data/json/impl/JSONObject.java,85,51.43,4,17
./src/main/java/org/jfree/data/json/impl/JSONStreamAware.java,6,86.96,3,5
./src/main/java/org/jfree/data/json/impl/JSONValue.java,156,50.32,4,39
./src/main/java/org/jfree/data/json/JSONUtils.java,102,45.45,7,26
./src/main/java/org/jfree/data/KeyedObject.java,56,58.52,8,14
./src/main/java/org/jfree/data/KeyedObjects.java,149,52.7,8,41
./src/main/java/org/jfree/data/KeyedObjects2D.java,244,47.19,7,59
./src/main/java/org/jfree/data/KeyedValue.java,4,92,4,6
./src/main/java/org/jfree/data/KeyedValueComparator.java,84,44.37,9,20
./src/main/java/org/jfree/data/KeyedValueComparatorType.java,5,90.38,5,6
./src/main/java/org/jfree/data/KeyedValues.java,8,91.01,5,16
./src/main/java/org/jfree/data/KeyedValues2D.java,12,88.35,6,16
./src/main/java/org/jfree/data/KeyedValues2DItemKey.java,72,48.94,9,12
./src/main/java/org/jfree/data/KeyedValuesItemKey.java,49,54.21,7,11
./src/main/java/org/jfree/data/KeyToGroupMap.java,162,43.55,16,42
./src/main/java/org/jfree/data/Range.java,196,53.77,8,57
./src/main/java/org/jfree/data/RangeInfo.java,6,91.43,4,7
./src/main/java/org/jfree/data/RangeType.java,6,88.68,5,6
./src/main/java/org/jfree/data/resources/DataPackageResources.java,12,80.65,2,6
./src/main/java/org/jfree/data/resources/DataPackageResources_de.java,12,80.65,2,6
./src/main/java/org/jfree/data/resources/DataPackageResources_es.java,12,80.65,2,6
./src/main/java/org/jfree/data/resources/DataPackageResources_fr.java,12,80.33,2,6
./src/main/java/org/jfree/data/resources/DataPackageResources_pl.java,12,80.95,2,6
./src/main/java/org/jfree/data/resources/DataPackageResources_ru.java,12,79.66,2,6
./src/main/java/org/jfree/data/statistics/BoxAndWhiskerCalculator.java,110,44.72,7,29
./src/main/java/org/jfree/data/statistics/BoxAndWhiskerCategoryDataset.java,24,88.99,4,28
./src/main/java/org/jfree/data/statistics/BoxAndWhiskerItem.java,125,52.47,7,21
./src/main/java/org/jfree/data/statistics/BoxAndWhiskerXYDataset.java,17,89.7,5,37
./src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerCategoryDataset.java,412,52.59,8,70
./src/main/java/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset.java,239,54.3,7,69
./src/main/java/org/jfree/data/statistics/DefaultMultiValueCategoryDataset.java,196,48.42,7,45
./src/main/java/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java,363,46.93,8,63
./src/main/java/org/jfree/data/statistics/HistogramBin.java,62,60.26,3,12
./src/main/java/org/jfree/data/statistics/HistogramDataset.java,213,54.19,8,64
./src/main/java/org/jfree/data/statistics/HistogramType.java,6,88.46,5,6
./src/main/java/org/jfree/data/statistics/MeanAndStandardDeviation.java,65,60.37,6,13
./src/main/java/org/jfree/data/statistics/MultiValueCategoryDataset.java,8,87.88,4,13
./src/main/java/org/jfree/data/statistics/Regression.java,223,32.42,4,44
./src/main/java/org/jfree/data/statistics/SimpleHistogramBin.java,130,49.81,7,33
./src/main/java/org/jfree/data/statistics/SimpleHistogramDataset.java,188,58.41,10,54
./src/main/java/org/jfree/data/statistics/StatisticalCategoryDataset.java,9,88.75,4,11
./src/main/java/org/jfree/data/statistics/Statistics.java,234,44.29,5,54
./src/main/java/org/jfree/data/time/DateRange.java,44,70.07,5,16
./src/main/java/org/jfree/data/time/Day.java,187,57.01,11,39
./src/main/java/org/jfree/data/time/DynamicTimeSeriesCollection.java,403,53.14,4,96
./src/main/java/org/jfree/data/time/FixedMillisecond.java,111,57.31,4,23
./src/main/java/org/jfree/data/time/Hour.java,197,55.53,9,44
./src/main/java/org/jfree/data/time/Millisecond.java,194,52.91,8,41
./src/main/java/org/jfree/data/time/Minute.java,207,53.79,9,41
./src/main/java/org/jfree/data/time/Month.java,239,51.72,8,53
./src/main/java/org/jfree/data/time/MovingAverage.java,165,44.26,8,44
./src/main/java/org/jfree/data/time/ohlc/OHLC.java,59,59.03,5,14
./src/main/java/org/jfree/data/time/ohlc/OHLCItem.java,51,60.47,6,11
./src/main/java/org/jfree/data/time/ohlc/OHLCSeries.java,38,70.08,6,12
./src/main/java/org/jfree/data/time/ohlc/OHLCSeriesCollection.java,187,58.81,12,48
./src/main/java/org/jfree/data/time/Quarter.java,198,55,11,43
./src/main/java/org/jfree/data/time/RegularTimePeriod.java,110,69.53,12,47
./src/main/java/org/jfree/data/time/Second.java,196,53.33,9,46
./src/main/java/org/jfree/data/time/SimpleTimePeriod.java,91,54.73,6,21
./src/main/java/org/jfree/data/time/TimePeriod.java,6,89.47,5,7
./src/main/java/org/jfree/data/time/TimePeriodAnchor.java,6,87.5,7,6
./src/main/java/org/jfree/data/time/TimePeriodFormatException.java,6,87.76,3,7
./src/main/java/org/jfree/data/time/TimePeriodValue.java,66,60.71,7,16
./src/main/java/org/jfree/data/time/TimePeriodValues.java,221,48,12,40
./src/main/java/org/jfree/data/time/TimePeriodValuesCollection.java,207,49.64,12,58
./src/main/java/org/jfree/data/time/TimeSeries.java,606,48.29,19,192
./src/main/java/org/jfree/data/time/TimeSeriesCollection.java,323,51.28,18,85
./src/main/java/org/jfree/data/time/TimeSeriesDataItem.java,66,65.26,10,13
./src/main/java/org/jfree/data/time/TimeSeriesTableModel.java,127,47.08,4,30
./src/main/java/org/jfree/data/time/TimeTableXYDataset.java,230,59,11,72
./src/main/java/org/jfree/data/time/Week.java,302,49.24,9,75
./src/main/java/org/jfree/data/time/Year.java,141,61.68,10,36
./src/main/java/org/jfree/data/UnknownKeyException.java,6,88.68,2,6
./src/main/java/org/jfree/data/Value.java,4,92.31,3,7
./src/main/java/org/jfree/data/Values.java,5,91.53,5,9
./src/main/java/org/jfree/data/Values2D.java,6,91.3,4,7
./src/main/java/org/jfree/data/xml/CategoryDatasetHandler.java,48,60.33,3,13
./src/main/java/org/jfree/data/xml/CategorySeriesHandler.java,56,58.21,5,13
./src/main/java/org/jfree/data/xml/DatasetReader.java,74,54.04,5,14
./src/main/java/org/jfree/data/xml/DatasetTags.java,9,84.21,3,8
./src/main/java/org/jfree/data/xml/ItemHandler.java,62,58.94,2,12
./src/main/java/org/jfree/data/xml/KeyHandler.java,53,62.41,2,13
./src/main/java/org/jfree/data/xml/PieDatasetHandler.java,45,62.81,2,13
./src/main/java/org/jfree/data/xml/RootHandler.java,39,65.79,2,11
./src/main/java/org/jfree/data/xml/ValueHandler.java,60,59.18,2,14
./src/main/java/org/jfree/data/xy/AbstractIntervalXYDataset.java,41,64.66,3,14
./src/main/java/org/jfree/data/xy/AbstractXYDataset.java,28,68.89,4,11
./src/main/java/org/jfree/data/xy/AbstractXYZDataset.java,13,78.33,3,8
./src/main/java/org/jfree/data/xy/CategoryTableXYDataset.java,143,62.66,7,38
./src/main/java/org/jfree/data/xy/DefaultHighLowDataset.java,155,61.06,9,47
./src/main/java/org/jfree/data/xy/DefaultIntervalXYDataset.java,197,62.48,8,99
./src/main/java/org/jfree/data/xy/DefaultOHLCDataset.java,128,60,6,27
./src/main/java/org/jfree/data/xy/DefaultTableXYDataset.java,293,49.66,12,72
./src/main/java/org/jfree/data/xy/DefaultWindDataset.java,186,52.79,7,59
./src/main/java/org/jfree/data/xy/DefaultXYDataset.java,148,58.77,8,61
./src/main/java/org/jfree/data/xy/DefaultXYZDataset.java,158,60.7,7,69
./src/main/java/org/jfree/data/xy/IntervalXYDataset.java,11,91.97,4,30
./src/main/java/org/jfree/data/xy/IntervalXYDelegate.java,180,58.72,9,50
./src/main/java/org/jfree/data/xy/IntervalXYZDataset.java,10,89.69,4,31
./src/main/java/org/jfree/data/xy/MatrixSeries.java,75,62.5,4,26
./src/main/java/org/jfree/data/xy/MatrixSeriesCollection.java,108,60.29,8,36
./src/main/java/org/jfree/data/xy/NormalizedMatrixSeries.java,35,73.28,4,9
./src/main/java/org/jfree/data/xy/OHLCDataItem.java,77,57.69,5,20
./src/main/java/org/jfree/data/xy/OHLCDataset.java,13,91.28,3,22
./src/main/java/org/jfree/data/xy/TableXYDataset.java,4,92.98,4,7
./src/main/java/org/jfree/data/xy/Vector.java,48,64.44,3,12
./src/main/java/org/jfree/data/xy/VectorDataItem.java,36,69.23,3,13
./src/main/java/org/jfree/data/xy/VectorSeries.java,44,72.84,3,20
./src/main/java/org/jfree/data/xy/VectorSeriesCollection.java,115,62.05,10,33
./src/main/java/org/jfree/data/xy/VectorXYDataset.java,6,91.78,5,11
./src/main/java/org/jfree/data/xy/WindDataset.java,5,92.54,5,10
./src/main/java/org/jfree/data/xy/XIntervalDataItem.java,34,67.31,6,10
./src/main/java/org/jfree/data/xy/XIntervalSeries.java,40,75.31,3,22
./src/main/java/org/jfree/data/xy/XIntervalSeriesCollection.java,140,61.11,11,33
./src/main/java/org/jfree/data/xy/XisSymbolic.java,6,91.67,4,8
./src/main/java/org/jfree/data/xy/XYBarDataset.java,125,64.79,6,40
./src/main/java/org/jfree/data/xy/XYCoordinate.java,71,54.19,3,20
./src/main/java/org/jfree/data/xy/XYDataItem.java,93,58.11,9,19
./src/main/java/org/jfree/data/xy/XYDataset.java,11,89.81,5,13
./src/main/java/org/jfree/data/xy/XYDatasetTableModel.java,73,69.71,2,27
./src/main/java/org/jfree/data/xy/XYDomainInfo.java,6,89.09,5,7
./src/main/java/org/jfree/data/xy/XYInterval.java,58,59.44,4,14
./src/main/java/org/jfree/data/xy/XYIntervalDataItem.java,56,58.21,5,12
./src/main/java/org/jfree/data/xy/XYIntervalSeries.java,49,74.07,3,26
./src/main/java/org/jfree/data/xy/XYIntervalSeriesCollection.java,132,63.03,10,33
./src/main/java/org/jfree/data/xy/XYItemKey.java,70,49.28,8,15
./src/main/java/org/jfree/data/xy/XYRangeInfo.java,6,89.29,4,7
./src/main/java/org/jfree/data/xy/XYSeries.java,425,52.35,15,131
./src/main/java/org/jfree/data/xy/XYSeriesCollection.java,371,47.6,14,89
./src/main/java/org/jfree/data/xy/XYZDataset.java,5,91.67,4,11
./src/main/java/org/jfree/data/xy/YInterval.java,41,63.39,4,12
./src/main/java/org/jfree/data/xy/YIntervalDataItem.java,37,64.08,5,10
./src/main/java/org/jfree/data/xy/YIntervalSeries.java,39,76.07,3,22
./src/main/java/org/jfree/data/xy/YIntervalSeriesCollection.java,122,61.99,12,30
./src/main/java/org/jfree/data/xy/YisSymbolic.java,6,91.78,4,8
./src/main/java/org/jfree/data/xy/YWithXInterval.java,41,64.66,4,13
